Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_23_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_24_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_25_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_26_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_27_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_28_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_29_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_30_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_31_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_32_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_33_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_34_anchor_EX_lys__L_e_f,EFM_35_anchor_EX_lys__L_e_f,EFM_36_anchor_EX_lys__L_e_f,EFM_37_anchor_EX_lys__L_e_f,EFM_38_anchor_EX_lys__L_e_f,EFM_39_anchor_EX_lys__L_e_f,EFM_40_anchor_EX_lys__L_e_f,EFM_41_anchor_EX_lys__L_e_f,EFM_42_anchor_EX_lys__L_e_f,EFM_43_anchor_EX_lys__L_e_f,EFM_44_anchor_EX_lys__L_e_f,EFM_45_anchor_EX_lys__L_e_f,EFM_46_anchor_EX_lys__L_e_f,EFM_47_anchor_EX_lys__L_e_f,EFM_48_anchor_EX_lys__L_e_f,EFM_49_anchor_EX_arbtn_fe3_e_f,EFM_50_anchor_EX_arbtn_fe3_e_f,EFM_51_anchor_LYStex_b,EFM_52_anchor_LYStex_b,EFM_53_anchor_LYStex_b,EFM_54_anchor_LYStex_b,EFM_55_anchor_LYStex_b,EFM_56_anchor_LYStex_b,EFM_57_anchor_LYStex_b,EFM_58_anchor_LYStex_b,EFM_59_anchor_LYStex_b
SBTPD_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88098318240622,2.67379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFK_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTPD_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDPDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGBPA_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G1PTT,0.0309295726668578,0.0377429471425319,0.0110760606893332,0.143002137087493,0.00851657465726787,0.00931298947553303,0.0137090057002975,0.0203364500215407,0.120240106392099,0.00289526816010796,0.00948527843918939,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPGDH,0.0309295726668578,0.0377429471425319,0.0110760606893332,0.143002137087493,0.00851657465726787,0.00931298947553303,0.0137090057002975,0.0203364500215407,0.120240106392099,0.00289526816010796,0.00948527843918939,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCS,0.00338476000721799,0.00413037772679848,0.00121210233528213,0,0,0,0,0,0,0,0,0,0,0.0114602273411219,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0,4.45999999999997e-05,0.0014809232918412,0.001480930376902,4.46000000000023e-05,0,0,0,0.00105424956651123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCL,0.00338476000721799,0.00413037772679848,0.00121210233528213,0,0,0,0,0,0,0,0,0,0,0.0114602273411219,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0,4.45999999999997e-05,0.0014809232918412,0.001480930376902,4.46000000000023e-05,0,0,0,0.00105424956651123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAPT,0,0,0,0.0117370175084692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0
EX_lac__D_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPDRE,0.0309295726668578,0.0377429471425319,0.0110760606893332,0.143002137087493,0.00851657465726787,0.00931298947553303,0.0137090057002975,0.0203364500215407,0.120240106392099,0.00289526816010796,0.00948527843918939,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDPDRR,0.0309295726668578,0.0377429471425319,0.0110760606893332,0.143002137087493,0.00851657465726787,0.00931298947553303,0.0137090057002975,0.0203364500215407,0.120240106392099,0.00289526816010796,0.00948527843918939,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMPK_f,13.211260932255,7.95030178809489,0.238926840258223,8.68504207383055,0.346103521714637,0.200894813703042,0.295723317786481,0.438686991882895,2.5937550811945,0.06245517179777,0.204611338815389,0.341996818947751,2.77116253164245,2.25901380399342,7.13028662587734,7.11316543885928,2.43058565791108,2.43014465114898,2.43093566814209,2.42147901978528,0.989947203369006,0.0178026,26.6943502566166,26.6943448173095,0.0202190100000045,1.56659037418981,0.910322853307167,8.0325145460231,0.207811263486662,13.300870288653,0.618828518305006,0.66440722145535,1.06698293465336,0,0,0,0,0,0,0,0,0,0,0,1.76678445229681,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0
DDPGALA_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIK1,0,0,0.258335425073061,0.43518194214885,0,0,0,0,0,0,0,0,0,0,0.340229798795578,0.33941284173341,0.342893818678854,0.342831603840951,0.342943196220559,0.341609103650558,0,0,0.0411819531996872,0.0411821502231548,0,0,0,0,0.0293168839655952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280751733331266,2.16671406993862,1.25904599373508,5.89578279465506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0
ALLTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAPGR,4.09313993538071,1.79925050175821,0.037473257959728,0.48381424787901,0.0288138362561006,0.0315083193187062,0.0463812109185503,0.0688036170094501,0.406804246592433,0.00979546191280791,0.0320912186869741,0.0946327796701957,0.766798983961561,0.354303463437354,0.378251044603332,0.377342791230891,0.381212773138753,0.381143605689252,0.381267668702856,0.3797844890696,0.155263204746129,0.00137885,0.0457841049541534,0.0457843239953211,0.0050355100000045,0.387357306612593,0.225087690065382,1.47475854096276,0.0325930945018835,11.4810079867296,0.0970569931541278,0.104205551678473,0.167345479920466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0
UPPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6350336340035,26.6350279109127,0,0,0,0,0.165584549907835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTPS2,8.55556781235615,5.4645750993934,0,5.60027667547981,0.162388541293492,0,0,0,0,0,0,0,0,0,4.71858473946622,4.70725451166139,0,0,0,0,0,0.0077709,1.4150305064938,1.4150372763091,0.0077709,0.603530295704929,0.350702666054308,4.497832987789,0,1.38806170294991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76678445229681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPPT3,4.09313993538071,1.79925050175821,0.037473257959728,0.48381424787901,0.0288138362561006,0.0315083193187062,0.0463812109185503,0.0688036170094501,0.406804246592433,0.00979546191280791,0.0320912186869741,0.0946327796701957,0.766798983961561,0.354303463437354,0.378251044603332,0.377342791230891,0.381212773138753,0.381143605689252,0.381267668702856,0.3797844890696,0.155263204746129,0.00137885,0.0457841049541534,0.0457843239953211,0.0050355100000045,0.387357306612593,0.225087690065382,1.47475854096276,0.0325930945018835,11.4810079867296,0.0970569931541278,0.104205551678473,0.167345479920466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0
UAGPT3,4.09313993538071,1.79925050175821,0.037473257959728,0.48381424787901,0.0288138362561006,0.0315083193187062,0.0463812109185503,0.0688036170094501,0.406804246592433,0.00979546191280791,0.0320912186869741,0.0946327796701957,0.766798983961561,0.354303463437354,0.378251044603332,0.377342791230891,0.381212773138753,0.381143605689252,0.381267668702856,0.3797844890696,0.155263204746129,0.00137885,0.0457841049541534,0.0457843239953211,0.0050355100000045,0.387357306612593,0.225087690065382,1.47475854096276,0.0325930945018835,11.4810079867296,0.0970569931541278,0.104205551678473,0.167345479920466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0
NDPK7_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOBUTDs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYAT_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMHEPPA,0.123718290667431,0.150971788570128,0.044304242757333,0.572008548349974,0.0340662986290715,0.0372519579021321,0.0548360228011899,0.0813458000861627,0.480960425568397,0.0115810726404319,0.0379411137567576,0.0544010005706866,0.440805311959283,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0.0016302,0.0541300706358638,0.054130329605956,0.0016302,0.126610185185522,0.073571334877779,0.453024107972335,0.0385344763077713,0.0949628114894321,0.114749472560365,0.12320113888113,0.197850818701341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7PI,0.123718290667431,0.150971788570128,0.044304242757333,0.572008548349974,0.0340662986290715,0.0372519579021321,0.0548360228011899,0.0813458000861627,0.480960425568397,0.0115810726404319,0.0379411137567576,0.0544010005706866,0.440805311959283,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0.0016302,0.0541300706358638,0.054130329605956,0.0016302,0.126610185185522,0.073571334877779,0.453024107972335,0.0385344763077713,0.0949628114894321,0.114749472560365,0.12320113888113,0.197850818701341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F6PA_f,0,0,0,0.0117370175084692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,250,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
AGMHE,0.123718290667431,0.150971788570128,0.044304242757333,0.572008548349974,0.0340662986290715,0.0372519579021321,0.0548360228011899,0.0813458000861627,0.480960425568397,0.0115810726404319,0.0379411137567576,0.0544010005706866,0.440805311959283,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0.0016302,0.0541300706358638,0.054130329605956,0.0016302,0.126610185185522,0.073571334877779,0.453024107972335,0.0385344763077713,0.0949628114894321,0.114749472560365,0.12320113888113,0.197850818701341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMHEPAT,0.123718290667431,0.150971788570128,0.044304242757333,0.572008548349974,0.0340662986290715,0.0372519579021321,0.0548360228011899,0.0813458000861627,0.480960425568397,0.0115810726404319,0.0379411137567576,0.0544010005706866,0.440805311959283,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0.0016302,0.0541300706358638,0.054130329605956,0.0016302,0.126610185185522,0.073571334877779,0.453024107972335,0.0385344763077713,0.0949628114894321,0.114749472560365,0.12320113888113,0.197850818701341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_h2s_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPT,0,0,0,0,0.0066525617522788,0,0,0,0,0,0,0.0121119145854071,0.0981415090023445,0.0292929577777556,0,0,0,0,0,0,0,0.0061363,0,0,0,0,0,0,0,1.36745400004354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gthrd_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDOND_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDOND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADRx,0,0,0.00111290561950238,0,37.4145428770335,28.8497666081089,6.77540358628681,1.85747311251218,42.7559830923025,12.719047333646,38.2245656463864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595861246893175,0.00346245246172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPDPK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCLTDx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK1_f,32.0696119494378,25.3864499837743,3.66680048393509,0,0,0,0,0,0,0,0,2.89236157711538,17.8611597594629,17.0546426695562,14.9633353550032,14.9274055142453,15.0804991750066,15.0777629611686,15.0826708034714,15.0239972992979,18.661481577827,0,6.93682649393986,6.9367401442533,0.0666535111110041,5.17654992908705,3.0080177604544,24.5163436115696,0,94.770181505931,12.7859249611067,70.2483360208819,62.0517458757701,0,29.4117647058824,0,0,30.7692307692308,25.8732212160414,40.1069518716578,81.8713450292397,0,0,0,17.6678445229682,0,0,0,0,0,0,30.6122448979592,29.5454545454545,0,0,0,35.7142857142857,37.037037037037,0
NDPK2_f,17.45904873097,9.93826702556577,0.331780401664617,0,0,0,0,0,0,0,0,0.504630849331305,4.08896815555311,3.13692888770815,8.06754051063039,8.04816879710671,3.37517829721619,3.37456590306028,3.37566433107873,3.36253256828962,0,0.0212192,26.8077969498656,26.8077920533123,0,0,0,0,0.288572453373259,24.9005817897443,0.85932235215959,0.922614196735236,1.4816419379505,0,0,0,0,0,0,0,0,0,0,0,1.76678445229681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK3_f,0,0,0.467469279119331,0,0,0,0,0,0,0,0,0.574003637968491,4.65108821613865,4.41984480827736,0,0,4.41263772442232,4.41183709307291,4.41327315495911,4.39610496212047,1.79721227291643,0,0,0,0,0,0,0,0.377273608044411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43478260869565,0,0,0,0,0,0,0,0,0,0
HPYRRy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK4_f,4.95408956518387,2.45015353151407,0.0447825611676685,0,0.0344340859287106,0.0376541382843414,0.0554280446397992,0.0822240273475518,0.486152980770215,0.0117061044638103,0.0383507344180991,0.0549883258130152,0.445564343667346,0.423411717773559,0.452030366825522,0.450944955136717,0.455569791912127,0,0,0,0.185547890474432,0,0,0,0,0,0,0.45791505650645,0.0389505030425381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACODA,0,0,0,0,0.0347621689175932,0.0380129014661985,0.0559561550299223,0.0830074459841318,0.490784976035473,0.0118176385335286,0.0387161346671367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0
DADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031272886162222,0.0311977939589669,0.0315177547505659,0.0315120361522825,0.0315222933837079,0.0313996676606842,0,0,0,0,0,0,0,0,0,0,0,4.93045637375233,1.39704975070057,0,0,0,0,0,0,0,0,83.3333333333334,0,0,0,0,0,32.0512820512821,0,0,0,0,0,0,0,0,0,0,0
FCLT,0.0016923800036092,0.00206518886339949,0.000606051167641102,0.00782467833897952,0.000466003226247267,0.000509580825185589,0.000750118579601604,0.00111275385960093,0.00657920346593991,0.000158421003485235,0.000519007997040666,0.00074416777863226,0.0060299094937382,0.00573011367056096,0.00611741545103116,0.00610272636214879,0.00616531518366333,0.00616419654557807,0.00616620300400602,0.00614221569151981,0.00251105592764889,2.23e-05,0.000740461645920601,0.000740465188450999,2.23e-05,0.00173193910540863,0.00100640459316309,0.00619705410856525,0.000527124783255613,0.00129902508662393,0.00156969282179864,0.00168530572754828,0.00270646132808238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
