Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M
ADNt2pp_copy2_f,0,0,0,0,0,0,0,0,0,1.15108820584699,0,0,0,0,0,0,0,0.24169025880506,0.591569034178989,0.714829664269388,5.6979355331679,2.6295576755916
ALAabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGAGMt7pp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCBptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTK2_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt2rpp_f,0,0,0,3.21276783839895,3.2050533660512,3.23792400470814,3.23733651404449,3.23839027361959,3.22579252434096,0,0,0,0,0.388894708333327,30.1707067495486,17.5317583901145,6.50918555137873,0.553674853056182,0,0,0,0
ASPabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH8_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCDpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27370304041247,0,0,0,0,0
GUAtpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206629294995063,20.3492655731175,1.4326767337884
ASPt2_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYD2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK1_f,0.393928383840466,3.19195827846556,3.03326008230959,3.23827992974181,3.2305041979651,3.26363585726781,3.26304370143188,3.2641058287484,3.25140804269573,1.93855086019061,29.3026115397057,0.391966526701091,0.391968401954649,0.0118046,0.916809343663977,0.53274455876471,5.61877725495132,0.27903574961519,0.687644463567753,2.60768915486462,20.3492655731175,1.4326768337884
HYXNtpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt2_3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIStex_f,0.153598899169891,1.24459495146987,1.18271601806538,1.26265649497786,1.25962461433625,1.27254317163074,1.27231228071689,1.27272642093448,1.26777535358419,0.518290951739117,0.0046028,0.152833940082661,0.152834671273644,0.0046028,0.3574784445908,0.207725518448927,1.27909419959211,0.108800446294571,0.268123438058863,0.32399022960425,0.347853148105794,0.558623327394511
FE3DCITabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9506081798078,0,0,0
HXAtex_f,0,0,0.00032119471247539,0.000342904453533137,0.000342081074111479,0.000345589416124626,0.00034552671219608,0.000345639181838902,0.00034429460154259,0,0,0.081236611651437,0.081195494408934,0,0,0,0,0,0,0,0,0
HACD1_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9547353321503e-05,0,8.79872657958877e-05,9.44678098401501e-05,0.000151707473547219
HYXNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDONtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEtex_f,0.471038181422778,3.81677046981896,3.6270077800031,3.87215938636503,3.86286158832461,3.90247862833915,3.90177056052906,3.90304059472853,3.8878572713233,1.58943084015885,0.0141153,0.468692299132873,0.4686945414593,0.0141153,1.09627085446522,0.637027029321748,3.92256851383996,0.333655805071209,0.822247928485328,0.993573322310955,1.06675318098934,1.71311720108885
INSTtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INStex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ktex_f,0.309830750704539,2.51052442576737,2.38570584638221,2.54695711906272,2.54084138607042,2.56689994720727,2.5664342075076,2.56726958702663,2.55728258241774,1.04546631211911,0.0092845,0.30828771980044,0.308289194716292,0.0092845,0.721084691666655,0.419011813687118,2.58011429914682,0.219465921530795,0.540842978330041,0.653534215425536,0.701669104368699,1.12682243051932
CPGNtonex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCRtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCURtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLNtex_f,0,0,0,0,0.73392126126195,0.741448268717614,0.183443586771388,0.183503298029282,0.544340093876882,0,0,0,0,0,0,0,0,0,0,0,0,0
O2tex_f,358.001567995589,363.109300668247,392.873720885228,374.450814366869,374.505886031759,374.548299378883,374.863545027372,374.54556117619,373.874039305879,0.055248860578517,529.329488289706,0.0173211577396628,0.0173212406078683,666.700392717685,669.269635222209,385.131560846631,512.347025195382,925.808046289281,526.687096379835,749.413777362717,44.0948652412726,35.429475003016
HACD2_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9547353321503e-05,0,8.79872657958877e-05,9.44678098401501e-05,0.000151707473547219
OCTAtex_f,0,0,0,0,0,0,0,0,0,0,1.5e-07,0,0,0,0,0,0,0,0.465923308395772,0,0,0
D_LACtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD8pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORNtex_f,0,0,0,0,0,0,0,0,0,0.187315763930221,0,1.74958967267327,1.74959804309277,0,0,0,0,0,0,0,0,0
FRULYStex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971204746826407,0,0,0
MALTtexi,0.325268060767108,2.63561124782133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH5_f,0,0,0,0,0,0,0,0,0,0,0,0.0811951059537958,0.081195494408934,0,0,0,0,0,0,0,0,0
DHFS,0.00148833555726452,0.0120598189874764,0.0114602273411219,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0.00502211185529718,4.45999999999997e-05,0.0014809232918412,0.001480930376902,4.46000000000023e-05,0.00346387821081726,0.00201280918632618,0.012394108217129,0.00105424956651123,0.00259805017324772,0.00313938564359727,0.00337061145509656,0.00541292265616477
CITt7pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCtex_copy1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27370304041247,0,0,0,0,0
CHLabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGSNt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3DCITtonex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9506081798078,0,0,0
DINSt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795972000000899,0.622656814250529,0.361816786509585,0,0,0,0,0,0
FRUptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCtpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fad_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALCTt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,18.3987548934269,18.3987326774326,0,0,0,0,0,0,0,0,0
GALt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMt2_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMt2_3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHEtex_f,0,0,2.31287173338129,0,0,0,0,0,0,1.01354887702081,0,0.298875887803301,0.298877317690891,0,0,0,0,0,0,0,0,0
FEENTERtonex,1.06892993879304,0.922549112588877,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,0.00308310150200301,0.0030711078457599,0.00125552796382445,0.00077635,0,0,1.115e-05,0.000865969552704314,0.000503202296581546,0.00309852705428263,0.000263562391627806,0.000649512543311967,0.000784846410899318,0.000842652863774139,0.00135323066404119
CSNt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYNTt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSabcpp,0,0,0,1.24383789856796,1.24085120498902,1.25357722447382,1.25334977475157,0,0,0,0.0047494499999955,0.15777643855778,0.157694181602341,0,0,0,0,0.112318945128096,0,0,0,0.55029762124624
SBTptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PItex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREHpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTBDpp,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,387.131264805265,0,0,0,1e-07,52.3588988546294,69.6661287562206
CYTDt2pp_copy1,0.534472644669507,4.33077293424259,4.11545500315868,4.39362104694194,4.38307111934742,4.42802336522819,4.42721994229989,4.42866101133458,4.41143295778115,0,0,0,0,0,0,0,0,0,1.79612159905103,1.0400763520294,1.11668130784605,1.79329763500802
CYTDt2pp_copy2_f,0,0,0,0,0,0,0,0,0,0.875029798572501,0,0,0,0,0,0,0,151.196972058618,0,0,0,0
DADNt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCYTt2pp,0,0,0,0,0,0,0,0,0,0,0,37.5126023202621,37.5125613094326,0,0,0,0,0.0293168839655952,0,0,0,0
CYTBD2pp,0,0,0,0,0,0,0,0,0,0,0,0.000947990134127047,0.000947994669519104,333.39299357537,337.937840027796,382.7823744311,24.4352608554005,501.554727069174,0,0,0,0
ACGAMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDtpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDGLCNt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_meoh_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fe3dcit_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.021879761358,0,0,0,0
EX_fe3hox_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fecrm_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_feenter_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_feoxam_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTTRtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTTTRtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTPTtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METS,0,0,0,0,0,0,0,0,0,0.00753316778294667,6.68999999999998e-05,0.0022213849377618,0.002221395565353,6.68999999325999e-05,0.00519581731622589,0.00301921377948927,0.0185911623256958,0,0,0,0,0
ASPO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3amp_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3gmp_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3ump_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cu2_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTStex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUtex_f,0.730449062318551,5.9187482474209,5.62447915352206,6.00464103435318,5.99022273849501,6.05165773648826,6.05055972047102,6.05252918988284,6.02898408296448,2.46476466792439,0.0218889,0.726811252080334,0.726814729304264,0.0218889,1.70001084683314,0.987851547053255,6.08281155502126,0.517407249695237,1.27507758827814,1.54075556982369,1.65423715424805,2.65656777418218
LYStex_f,0.556370532397691,4.50820910508524,4.28406937941976,4.57363216886869,4.56265000001298,4.60944398511697,4.60860764513434,4.61010775623273,4.59217385180695,0,0.0166724,0,0,0.0166724,1.29486912739977,0.752429593679476,4.63317331478221,0,0,1.17356711220429,1.26000409022314,2.02346214557492
EX_glyc__R_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_eca4colipa_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN6Ptex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSabc2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTSO3abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIBtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURItex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT5r_f,0,0,0,0,0,0,0,0,0,0,0,0.0811951059537958,0.081195494408934,0,0,0,0,0,0,0,0,0
PRASCSi,0,0,0,0,0,0,0,0,0,0,0,0.00166603870332136,0.00166604667401475,0,0,0,0,0,0,0,0,0
DHBSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2tex_f,0.0123938974432297,0.100426385021272,0.101189182218247,0.209912390274845,0.209408350328083,0.211556016974851,0.211517632137952,0.211586481554502,0.210763383280312,0,0,0,0,0.021714640000018,1.68086578274758,0.976726608163396,2.36279778419396,0,377.547725936537,0.0538622846296922,0,0.0928692470066654
NMNtex_f,0.0038025972365641,0.030812026314416,0.0292801099893641,0.0312591699840804,0.0311841107160006,0.0315039311739206,0.0314982150837943,0.0315084678164324,0.0313858958766207,0.0128311579800707,0.000113950000013574,0.00378365939697289,0.00378367749883068,0.000113950000013574,0.00884997583250424,0.00514259208031102,0.0316661128103593,0.00269353672878792,0.0066378434358723,0.00802091914994207,0.00861168554504133,0.0138296532884583
ENTERES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2tex_f,0,0,0,0,0,0,0,0,0,0.00167403728509906,117.746461833823,0,0,0,0,0,0,0,0,0,0,0
TRSARr_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPS2,0.00148833555726452,0.0120598189874764,0.0114602273411219,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0.00502211185529718,4.45999999999997e-05,0.0014809232918412,0.001480930376902,4.46000000000023e-05,0.00346387821081726,0.00201280918632618,0.012394108217129,0.00105424956651123,0.00259805017324772,0.00313938564359727,0.00337061145509656,0.00541292265616477
FEOXAMUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFC_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784846410899318,0.000842652863774139,0.00135323066404119
ARBTNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFD_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784846410899318,0.000842652863774139,0.00135323066404119
LYXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADVtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QULNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CAMPtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CCMPtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.196972058618,0,0,0,0
23CUMPtex_f,0,0,0,0,0,0,0,0,0,2.51724680198429,0,0,0,0,0,0,0,0,0,0,0,0
23CGMPtex_f,0,0,0,0,0,0,0,0,0,1.93855086019061,0,0,0,0,0,0,0,0,0,0,0,0
3AMPtex_f,0,2.74598833550462,2.60946293088096,2.81711096373382,2.81034653949809,2.83916911280659,2.8386539724439,2.83957796004654,2.82853164129692,0,0,0,0,0,0,0,0,0.24169025880506,0,0,0,0
3CMPtex_f,0.534472644669507,4.33077293424259,4.11545500315868,4.39362104694194,4.38307111934742,4.42802336522819,4.42721994229989,4.42866101133458,4.41143295778115,0,0,0,0,0,0,0,0,0,0,0,0,0
LADGMDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394100234813941,0,0,0,0
ALKP,0,0,0,0,0,0,0,0,0,1.46651859361961,0,0,0,0.0139491533332974,1.076200165527,0.625364244254986,3.09000679961992,0,0,0,0,0
ALAGLUE_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394100234813941,0,0,0,0
FEENTERtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pheme_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMAOtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LACD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LACD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT6r_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPtex_f,0.0921600069169827,0.746762378872502,0.709634749954628,0.757599383457971,0.755780241898938,0.763531432409104,0.763392896857531,0.763641382787597,0.760670720864137,0,0.0027617,0.0917010281407589,0.0917014668585258,332.598479559257,276.282192429257,1000,0.76746207765133,0.0652807405343958,0,0,0,0
PTRCt2pp,0,0,0,0,0,0,0,0,0,0,0.0016635,1.74958967267327,1.74959804309277,0.0016635,0.129196444029025,0.0750741722299015,0.462278004914722,351.179092245987,128.720242435984,1.12866545072333,1.21179527750551,1.94604278767431
GGGABAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNTOtex_f,0.000961077669245469,0.00778750643136372,0.00740032617543623,0.00790051860940355,0.00788154794752801,0.0079623801475111,0.00796093544899548,0.0079635267495661,0.00793254761954109,0.00324297805902137,2.87999999954991e-05,0.000956291273649661,0.000956295848768551,2.88000000000024e-05,0.00223676440519133,0.00129975122345728,0.00800337032855111,0.000680771020527457,0.00167766468586628,0.00202722660393726,0.00217653833871728,0.00349534019052788
FRULYSK,0,0,0,0,0,0,0,0,0,0,0,0.553599674683705,0.55360232322558,0,0,0,0,0,0.971204746826407,0,0,0
FDMO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSULtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRtex_f,0,0,0,0,0,0,0,0,0,0.754403401151251,0,0.222458917761971,0.222459982054069,0,0,0,0,0,0,0.471587108231535,0.50632100975645,0.8131095801205
URAtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URItex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01477595,1.14758052128083,0.66684232952234,0,0,0,0,0,0
SULFACabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3tex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTSO3tex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPOtex_f,0,0,0,0,0,0,0,0,0,0,0,0,4.98070754563453e-06,1.5e-07,1.16498146103719e-05,6.76953762217326e-06,4.16842204612013e-05,0,0,0,0,0
CYANSTpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALtex_f,0.686075972845577,5.55919799388621,5.28280506617924,5.63987299286277,5.62633057509818,5.68403353919153,5.68300222510532,5.68485205380989,5.66273725762754,0,0.0205592,0.682659151157436,0.682662417148062,0,0,0,5.71329483537286,0,1.19761957672282,1.44715823596065,1.55374607685249,2.49518743212159
XANtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPPNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORtppi,0.0873479444201768,2.11559239388041,51.4146345531434,0.02752836952964,0.103643723834295,0.104706681297439,0.662557836437349,0.66277350035155,0.660195227295964,0,0,0,0,333.454769802036,342.740154224794,197.275673447568,17.0602787608298,0,0,0.31344583567127,0.336532125774551,13.5457325018192
PHEMEabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX1abcpp,0,0,0,0,0,0,0,0,0,0,0,0.248302025341343,0.248303213272518,0,0,0,0,0,0,0,0,0
PPTtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALBDtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHT2ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATPHs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCTR1,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352
LIPAabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHTex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
