Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M
Sv_inf_residual,4.37966698497994e-12,2.13373763102709e-12,3.47584461213302e-12,8.19788681383216e-13,7.49622586226906e-13,1.07531865356503e-12,8.24229573481716e-13,3.290806863121e-12,2.61866917039555e-12,4.55635529306164e-13,8.20998054696515e-13,1.783018177548e-12,3.21520587931445e-13,3.24007487506606e-12,4.54747350886464e-13,9.09494701772928e-13,1.99129601696768e-12,1.74227863039556e-12,2.65658415404824e-12,5.91171556152403e-12,4.61852778244065e-13,5.6843418860808e-13
CYTDK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.196972058618,0,0,0,0
XPPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HXPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK5_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302706725308133,0,0,0,0
SHK3Dr_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214874262824634,1.34890939751767,0,0,0
NDPK6_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK8_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293168839655952,0,0,0,0
OMPDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYNP2r_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5SD,0,0,0,0,0,0,0,0,0,0,0.0107399,0.356613633678146,0.356615339795735,0,0,0,0,0,0,0,0,0
CS,0,0,50.2570488093821,0.5788775822765,0.65366904127666,0.660372991695903,0,0,0,2.81656585545609,0,0,0,0,0,0,0,0,0,0,0,0
ICDHyr_f,0,0,50.2570488093821,0.5788775822765,0.65366904127666,0.660372991695903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALATA_L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIPP_f,0,0,0,0,0,0,0,0,0,0,0,37.4714203670624,37.4713791592094,0,0,0,0,0,0,0,0,0
ACALD_f,0,0,0,0,0,0,0,0,0,0,647.069846998529,0,0,0,0,0,0,0,0,0,0,0
PTRCTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.139770628186,127.786196796905,0,0,0
ACS,0.0272005002853433,0,0.209765842823428,0.223944040513421,0.223406307880725,0.225697535882671,0.225656585201016,0.22573003687535,0.224851918375435,2.77810817331241,0,0,0,0.012912720000009,1.00733369268501,0.585346918793746,0.226512053986168,0.0934807345444382,21.9486977653603,0,0,0
CYSDS,0.00688438622115854,0.0557834228053001,0,0,0,0,0,0,0,2.70955522045354,0.0002063,0.00685010033871838,0.00685013311109602,0,0,0,0.0573296978743055,0.00487649519218085,0.0120174383574223,0,0,0
MAN6PI_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPA,3.67936739060992,29.5931057982117,27.4545548736431,25.7259539924449,25.6641810381959,25.9273897667208,25.9226854872508,25.9311233737436,25.8302480118588,15.1687885780855,87.9987488691174,36.1532845796666,36.1532048569882,0.113141089999605,8.7841577276598,5.10434611719413,39.940580635102,2.45546542981793,61.8467329173928,11.8068176251654,56.5502069651377,12.698552707291
APRAUR,0.000744167778632264,0.00602990949373819,0.00573011367056096,0.00611741545103106,0.00610272636214879,0.00616531518366333,0.00616419654557804,0.006166203004006,0.00614221569151981,0.611823763493866,2.22999999999945e-05,0.000740461645920604,0.000740465188450998,2.23e-05,0.00173193910540864,0.0010064045931631,0.00619705410856565,0.000527124783255614,0.00129902508662394,0.00156969282179864,0.00168530572754828,0.00270646132808239
TRPAS2_f,0,0,0,0,0,0,0,0,0,0,323.523411736765,0,0,0,0,0,0,0,0,0,0,0
PPCK,0,5.3549246698035,2.41290461463463,3.20732251567684,3.19962111859431,3.23243604478008,3.68733668294017,3.6885369184793,5.51951070338582,0,29.4126511897059,0,0,0.0591777799998113,4.58142065594266,2.66219682721784,18.5394780607455,0,0,0,0,0
ME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB4PS,0.00148833555726453,0.0120598189874764,0.0114602273411219,0.0122348309020621,0.0122054527242976,0.0123306303673267,0.0123283930911561,0.012332406008012,0.0122844313830396,1.22364752698773,4.4599999999989e-05,0.00148092329184121,0.001480930376902,4.46e-05,0.00346387821081727,0.00201280918632619,0.0123941082171313,0.00105424956651123,0.00259805017324787,0.00313938564359728,0.00337061145509656,0.00541292265616478
ALAR_f,0.578459217402849,0,0.427535857881743,0.22909446540549,0,0,0,0,0,0,29.3720405897059,0,0,0,0,0,0,0,0.900731179570905,246.052948888056,17.5752334520111,0.00367132085984267
RBFK,0.000372083889316133,0.00301495474686909,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278901,0.00308310150200299,0.0030711078457599,0.00125552796382445,1.11499999999945e-05,0.000370230822960304,0.000370232594225499,1.115e-05,0.000865969552704322,0.00050320229658155,0.00309852705428303,0.000263562391627808,0.00064951254331197,0.000784846410899322,0.000842652863774143,0.0013532306640412
ALATA_L_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBK,0,0,0,0,0,0,0,0,0,1.72845432099878,0,0,0,0,0,0,0,0,0,0,0,0
GLYK,0,0,0,0,0,0,0,0,0,1.20619597596374,0,0,0,0.0003207,0.0249073036369752,0.0144732714362064,0,0,0.0186814953040491,0,0,0
PPM_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPTA_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACP1_FMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBFSb,0.000744167778632264,0.00602990949373819,0.00573011367056096,0.00611741545103106,0.00610272636214879,0.00616531518366333,0.00616419654557804,0.006166203004006,0.00614221569151981,0.611823763493866,2.22999999999945e-05,0.000740461645920604,0.000740465188450998,2.23e-05,0.00173193910540864,0.0010064045931631,0.00619705410856565,0.000527124783255614,0.00129902508662394,0.00156969282179864,0.00168530572754828,0.00270646132808239
NDP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDPPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90663658577887,1.40333054010516
EX_pi_e_f,0,0,0,0,0,0,0,0,0,3.10754686085213,0,0,0,0,0,0,0,150.486813240477,0,249.397615861737,0,0
GLGC,0.25726681005375,2.08460460787223,1.98096196529772,2.11485635907655,2.10977818296107,2.13141581216031,2.13102908693508,2.13172274120779,2.12343006912189,0.86809905900538,87.8883854691174,0.255985560088699,0.255986784779583,0.00770935,0.59874998844314,0.347924899116676,2.14238830008375,0.182232710663303,0.449086952984943,0.542659702050821,0.582628327832929,0.935652808953002
ALATA_D2,0,0,0,0.0196689994546607,0.0196217704110345,0.0198230089089086,0.0198194122115671,0.0198258634702794,0.019748738344483,0,0,0,0,0,0,0,0,0,0,0,0,0
PYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHCHD2,0.00037208388931613,0.0030149547468691,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,0.00308310150200301,0.0030711078457599,0.00125552796382445,1.115e-05,0.0003702308229603,0.0003702325942255,1.115e-05,0.000865969552704314,0.000503202296581546,0.00309852705428263,0.000263562391627806,0.000649512543311967,0.000784846410899318,0.000842652863774139,0.00135323066404119
EX_co2_e_f,287.970986725026,282.798181068041,292.846490823433,167.974254485263,165.169724079607,165.344295298215,165.588341738921,165.967743098777,168.813271205418,0,735.302424742647,0,0,0,0,0,411.342546501241,0,0,0.31344583567127,0,0
A5PISO_f,0.0408007504280149,0.330603983969463,0.314166972166429,0.335401704089831,0.33459634020992,0.338027919699819,0.33796658773323,0.338076596540267,0.336761435660838,0.137674552912104,0.00122265,0.0405975529768979,0.040597747204467,0.00122265,0.0949576388891417,0.0551785011583343,0.339768080979251,0.0289008572308285,0.0712221086170741,0.0860621044202737,0.0924008541608477,0.148388114026006
PMDPHT,0.000744167778632264,0.00602990949373819,0.00573011367056096,0.00611741545103106,0.00610272636214879,0.00616531518366333,0.00616419654557804,0.006166203004006,0.00614221569151981,0.611823763493866,2.22999999999945e-05,0.000740461645920604,0.000740465188450998,2.23e-05,0.00173193910540864,0.0010064045931631,0.00619705410856565,0.000527124783255614,0.00129902508662394,0.00156969282179864,0.00168530572754828,0.00270646132808239
CPPPGO,0,0,0,0,0,0,0,0,0,0.00251105592764889,2.23e-05,0.000740461645920601,0.000740465188450999,2.23e-05,0.00173193910540863,0.00100640459316309,0.00619705410856525,0.000527124783255613,0.00129902508662393,0.00156969282179864,0.00168530572754828,0.00270646132808238
EX_met__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTHOr_f,0,0,0,0,0,0.342893818678854,0.342831603840951,0.342943196220559,0.341609103650558,0,0,0,0,0,0,0,0,0,0,0,0,0
DHORD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCTO2,0,0,0,0,0,0,0,0,0,0,3.34499999999997e-05,0,0,3.34500000000023e-05,0.00346387821081726,0.00201280918632618,0.012394108217129,0,0,0,0,0
VALTA_f,0,0,0,0,0,0,0,0,0,8.03172579229983,0,0,0,0,0,0,0,0,0,0,0,0
GLYCTO3,0,0,0,0,0,0,0,0,0,0.00502211185529718,0,0.0011106924688809,0.0011106977826765,0,0,0,0,0,0,0,0,0
GLYCTO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBFSa,0.00148833555726453,0.0120598189874764,0.0114602273411219,0.0122348309020621,0.0122054527242976,0.0123306303673267,0.0123283930911561,0.012332406008012,0.0122844313830396,1.22364752698773,4.4599999999989e-05,0.00148092329184121,0.001480930376902,4.46e-05,0.00346387821081727,0.00201280918632619,0.0123941082171313,0.00105424956651123,0.00259805017324787,0.00313938564359728,0.00337061145509656,0.00541292265616478
ACHBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFK_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACLS,0,0,0,0,0,0,0,0,0,2.31503592052552,0,0,0,0.0205592,1.59673912358373,0.92784185254523,0,0.485975957125955,0,0,0,0
TRPS2,0,0,0,0,0,0,0,0,0,0.310976823111567,323.523411736765,0,0,0,0,0,0,0,0,0,0,0
PSCVT_f,0.525432507842983,4.25752170187247,1.74443417903084,2.49366976698368,2.4876819871535,2.51319535194151,2.51273935643233,2.51355725816887,4.34910186311788,0.00502211185529778,0.0157899,0.0040725390525633,0.0040725585364805,0.0157898999999775,1.2228655065646,0.710589338149364,4.37553704285168,0.214874262824634,1.34890939751767,0.636721608677257,0.683618195264443,1.09783416647392
G3PD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.79595782645,0,0,0,0
G1PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFL,0.0839991894163316,2.08845780115858,51.3888490416259,0,0.0761814552046252,0.0769627629709537,0.634818951982247,0.635025586833523,0.632555256684125,2.89038864766087,0,0,0,333.454669452036,342.73236049882,197.271144626898,17.0323920173413,0,0.886427340556535,0.305597371562277,0.328105597136809,13.5322001951787
EX_acgam_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRD2,0,0,0,0,0,0,0,0,0,0,0,0.000162702334753906,0.00016270311315747,0,0,0,0,0,0,0,0,0
FRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.791747324871,0,378.5341786942,0,34.1723037457444,0
ANPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742134963905526,0,0,0,0
CHORM,0.523944172285719,4.245461882885,1.7215137243486,2.46920010517955,2.46327108170491,2.48853409120685,2.48808257025002,2.48889244615284,4.3245330003518,0,0.0157007,0,0,0.0157007,1.21940162835378,0.708576528963038,4.36314293463455,0.212765763691611,0.914601039352305,0.63358222303366,0.680247583809347,1.09242124381776
PTAr_f,0,0,0,0,0,0,0,0,0,0,999.960601975,0,0,0,0,0,0,0,0,0,0,0
CHORS,0.525432507842983,4.25752170187247,1.74443417903084,2.49366976698368,2.4876819871535,2.51319535194151,2.51273935643233,2.51355725816887,4.34910186311788,0.00502211185529778,0.0157899,0.0040725390525633,0.0040725585364805,0.0157898999999775,1.2228655065646,0.710589338149364,4.37553704285168,0.214874262824634,1.34890939751767,0.636721608677257,0.683618195264443,1.09783416647392
IGPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKr_f,0,0,0,0,0,0,0,0,0,0,0,74.214912148664,74.2147847444923,0,0,0,0,0,0,0.0573747362801825,0.0616005694405651,0.0989254093506705
EX_hxan_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ile__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_chol_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fe3_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUTAi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lac__L_e_f,0,0,0,0,0,0,0,0,0,0,0,47.3883285578862,47.3882567636054,0,0,0,0,0,0,0,0,0
EX_leu__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glcn_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_h_e_f,0,0,0,114.678521821372,121.704704395979,121.433503643557,121.3324131688,120.443651391868,116.808084641368,0,0,0,0,666.696907491854,669.016188199715,384.984286435972,0,0,0,742.922931248646,0,0
DMATT,0.00158010512637837,0.0128034176918612,0.0121668557085678,0.0129892206998352,0.0129580310873428,0.0130909270828008,0.0130885518579875,0.0130928122080576,0.0130418795064333,0.00533177121857287,4.73500000000001e-05,0.00157223582665204,0.00157224334857196,4.73499999775331e-05,0.00367745814534074,0.00213691737606603,0.0131583189255859,0.00111925374381853,0.434468551841971,0.00333295762834822,0.00357844063674489,0.00574667909796865
EX_orn_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRTT,0.00158010512637837,0.0128034176918612,0.0121668557085678,0.0129892206998352,0.0129580310873428,0.0130909270828008,0.0130885518579875,0.0130928122080576,0.0130418795064333,0.00533177121857287,4.73500000000001e-05,0.00157223582665204,0.00157224334857196,4.73499999775331e-05,0.00367745814534074,0.00213691737606603,0.0131583189255859,0.00111925374381853,0.434468551841971,0.00333295762834822,0.00357844063674489,0.00574667909796865
UPP3S,0.00111625166794839,0.00904486424060731,0.00859517050584145,0.00917612317654673,0.00915408954322319,0.009247972775495,0.0092462948183671,0.00924930450600902,0.00921332353727971,0.00376658389147334,3.345e-05,0.0011106924688809,0.0011106977826765,3.345e-05,0.00259790865811294,0.00150960688974464,0.00929558116284788,0.000790687174883419,0.0019485376299359,0.00235453923269796,0.00252795859132242,0.00405969199212358
EX_pro__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glyc_e_f,1.79048853210972,4.83571701444783,5.47741051857409,1.13334036746144,2.87141485284752,2.90086373537234,2.90033740110478,2.90128146678766,3.25154576053635,1.34915856735008,0.0003207,0.0106487017868492,0.0106487527325666,0,0,0,0,0.0075806689681648,0,0,0,0
UPPDC1,0.00074416777863226,0.0060299094937382,0.00573011367056096,0.00611741545103116,0.00610272636214879,0.00616531518366333,0.00616419654557807,0.00616620300400602,0.00614221569151981,0.00251105592764889,2.23e-05,0.000740461645920601,0.000740465188450999,2.23e-05,0.00173193910540863,0.00100640459316309,0.00619705410856525,0.000527124783255613,0.00129902508662393,0.00156969282179864,0.00168530572754828,0.00270646132808238
TMDPP_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ade_e_f,0,0,0,0,0,0,0,0,0,0.00756684880439486,0,0,0,0,0,0,0,0.00164046905640984,0,0,0,0
EX_4abut_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.139770628186,0,0,0,0
EX_ac_e_f,0,0.220402655979642,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0
EX_akg_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ala__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_arg__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_asp__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pyr_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.423731344245,0,0,0,0
EX_succ_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thymd_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_rib__D_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tyr__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cytd_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dcyt_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOAT,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352
EX_fum_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.145445765569,66.1419658075575,150.187992881212
EX_glu__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDCPDPS,9.17695691138439e-05,0.000743598704384758,0.000706628367445852,0.000754389797772893,0.000752578363045248,0.000760296715474171,0.000760158766831369,0.000760406200045578,0.000757448123393692,0.000309659363275085,2.75000000000015e-06,9.13125348108356e-05,9.13129716699654e-05,2.74999999999983e-06,0.000213579934523486,0.000124108189739844,0.000764210708455365,6.50041773073059e-05,0.000160193676601606,0.000193571984750951,0.000207829181648328,0.000333756441803879
ECOAH6_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USHD,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352
EX_gua_e_f,0,0,0,0,0,0,0,0,0,0,0,25.5511463747733,25.5510524543364,0,0,0,0,0,0,0,0,0
ENO_f,0,0,0,0,0,0,0,0,0,0,0,18.3993102396613,18.399288026324,0,0,0,0,150.045659436446,0,251.727923401434,49.3337505120501,0
FBA_f,0,0,0.393823260860326,0.451714894728271,0.450630240548534,0.455251849649293,0.45516924851014,0.455317407020022,0.453546164504085,0,0.0022669,0.0571882104380741,0.0571884840389757,0,0,0,0,0,0,0,0,0
HCO3E_f,0.0544527252369144,0.441224431229028,0.419287577665375,0.447627473642156,0.446552634145125,0.451132423809087,0.451050570100763,0.451197387972503,0.449442172853697,0.229632123464322,0.0044706,0.0693800940632263,0.0693804259927647,0.0141695,1.1004803208111,0.639473088915893,3.93763041216661,0.0482047341028328,0.260422491132778,0.114858576769952,0.123318278965332,0.19803893596854
MGSA,0,0,0,0,0,0,0,0,0,0,0,79.4564777698465,79.4563711258575,0,0,0,0,0,0,0,0,0
IMPD,0,0,0,0,0,0,0,0,0,0,0,0.00166603870332136,0.00166604667401475,0,0,0,0,0,0,0,0,0
PPS,0.660866037941194,0,0,0,0,0,0,0,0,7.12170368136721,0,0,0,0,0,0,0,0,64.9176151154165,3.74073197206132,16.6631561947856,54.1147810260153
ECOAH4_f,0,0,0,0,0,0,0,0,0,0,0,0.0811951059537958,0.081195494408934,0,0,0,0,0,0,0,0,0
LPADSS,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352
GLUTRS,0.00893001334358712,0.0723589139248585,0.0687613640467316,0.0734089854123739,0.0732327163457855,0.07398378220396,0.0739703585469368,0.0739944360480722,0.0737065882982377,0.0301326711317867,0.0002676,0.00888553975104721,0.00888558226141199,0.0002676,0.0207832692649035,0.0120768551179571,0.0743646493027831,0.00632549739906735,0.0155883010394872,0.0188363138615836,0.0202236687305793,0.0324775359369886
TDSK,0.0136002501426716,0.110201327989821,0.104722324055476,0.111800568029944,0.111532113403307,0.112675973233273,0.11265552924441,0.112692198846756,0.112253811886946,0.0458915176373679,0.00040755,0.013532517658966,0.013532582401489,0.00040755,0.0316525462963806,0.0183928337194448,0.113256026993084,0.00963361907694282,0.023740702872358,0.0286873681400912,0.0308002847202826,0.0494627046753352
PGI_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403414279479674,0,0,0
TMPPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGK_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ptrc_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_spmd_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thym_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_xtsn_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URIK1,0.233763789134884,1.89416221969107,1.79998801650059,6.64023501324406,6.62429053422508,1.93669691153905,1.93634551621532,1.93697580059248,1.92944071882874,0,0,0,0,0.01477595,1.14758052128083,0.66684232952234,6.44449997806726,0,1.79612159905103,0.493084157010787,0.529401385056595,0.850174750057557
URIK2,0,0,0,0,0,0,0,0,0,0.78879248098551,0.0160162,0,0,0,0,0,0,0,0,0,0,0
NTPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGL,0,0,1.19269874972912,1.24204107923144,1.23905870016067,1.25176633593333,1.25153921477966,1.25194659332232,1.24707636213945,0,0,0,0,0,0,0,0,300.322968941038,0,0,0,0
NTPTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTPTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTDK1,0.300708855534623,2.43661071455153,2.31546698665809,0,0,2.49132645368914,2.49087442608457,2.4916852107421,2.48199223895241,0.875029798572501,0,0,0,0,0,0,0,0,0,0.546992195018611,0.587279922789459,0.943122884950467
RPE_f,0,0,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0,0,0,0,0,0,0.449925580918053,300.676357650551,0,0,0,0
DHQTi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214874262824634,1.34890939751767,0,0,0
IPMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TALA_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.425821593751,0,0,0,0
PUNP1_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92521152095,1.38862695176923
PUNP2_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNP3_f,0,0,0,0,0,0,0,0,0,0,0,25.5511463747733,25.5510524543364,0,0,0,0.0185911623256958,0,0,0,0,0
ADSL2r_f,0,0,0,0,0,0,0,0,0,0,0,0.00166603870332136,0.00166604667401475,0,0,0,0,0,0,0,0,0
TKT1_f,0,0,0.418889296221905,0.447202272119775,0.446128453613227,0.450703892933092,0.45062211697764,0.450768795387023,0.449015247547784,0.183566070549472,0,0.0270650353179319,0.027065164802978,9.86833333558e-05,0.00795294010734715,0.00462133768340356,0.453024107972335,150.464356070059,0,0,0,0
EX_fe2_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNP5_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
